statement_id,text,completion
647,"In comparison, it was hard to earn money last year, I had a lot of challenges in earning money, I lived off small time duties that I used to do to sustain my family. I got dedicated to these good practices in agriculture (learned from Organisation 1) and I now earn more money as my production has increased. I now earn more money with agriculture sales and other species I have good production and financial growth. This has contributed a lot in my growth financially I now have an income to sustain my family and a grinder along with the colleagues in the community.","Increased knowledge; Farming method/practice_Farm production
Farm production_Income
Income_Able to buy farming equipment/materials"
650,"We were malnourished last year as our meals consisted of salt and water, we only had 2 meals. After sometime things changed I now have a variety of meals I can buy more as I produce more and with the other means of income I am now eating more foods like: bread, fish, rice, potato and cassava, spaghetti, tea, milk, juice. We keep some food for times of food shortage to be able to sustain our selves through this period. I changed the way we store food during this season. We chaff the goods and place into bags as a means of storing until the season comes around. I barely sell good during food shortage period because it is hard. The meals I buy in the market have changed because I have the option to buy various goods. The spare food type has change as I now have access to better seeds for my farm and some material.","Farm production_Income
Access more/better seeds_Diet improved; Eating less wild foods
Income_Ability to buy food
Ability to buy food_Food consumption quantity
Ability to buy food_Diet improved; Diversified"
652,"The motive for this change is in the varieties of foods cultivated in my farm, in my livestock creation and also in the food varieties from the market.","Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Planted new crop/vegetable varieties_Food consumption quantity"
654,The reason is as a result of the varieties and the different foods. We have a variety of good in the market. Some from my garden and it is the reason I am healthy.,"Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Ability to buy food_Diet improved; Diversified
Planted new crop/vegetable varieties_Diet improved; Diversified
Diet improved; Diversified_Improved health
Diet improved; Diversified_Improved health"
657,"During this time, the children and women of my house ate well, which didn't happen before when they would easily get sick because of lack of nutrition. During this time, the baby was breastfed for the first months, this didn't change from the previous babies because during the first months it is good for the child to have breastmilk. In this period, I was also taking care of an older child (6 months-2 years) who ate flour, fruit, drink, and other things that helped. During the day they eat 3 meals. The social workers of the health unit has advised a mother what it should eat or not eat. In general there used to be taboos in the community.","Increased knowledge; Nutrition_Increased knowledge; Nutrition
Increased knowledge; Nutrition_Diet improved; Diversified refers:infants
Increased knowledge; Nutrition_Diet improved; Diversified refers:Pregnancy
Diet improved; Diversified refers:infants_Improved health refers:infants
Diet improved; Diversified refers:Pregnancy_Improved health"
662,"In comparison to last year our spending habit has changed, and the way we save. Thanks to the speeches from Organisation 1. This was not the case in the last years. Everything was disorganized we had no expense management and we did not save any money. With the formation everything has changed we now save money, we use savings accounts and I opened an Bank D account. I am a savings groups member which was created in the community. We no longer just make purchases as we do value money and we do not spend a lot anymore. I am the decision maker in some cases and she gives her opinions when we discuss how to spend money for the necessities of the house. We should all be listened to. We have not had the intention of loaning money in my home.","Increased knowledge; Finance_Increased ability to save/increased savings
Increased ability to save/increased savings_Able to manage money"
664,"This is due to the gender equality lessons and know how to listen, this way ideas are shared and we share a lot on what we buy.","Increased knowledge; Relationships/gender_Improved household relationships
Improved household relationships_Increase purchasing power"
666,"Yes, I see this as the main reason for this change, in gender equality brought a difference in my relationship and in all areas.",Increased knowledge; Relationships/gender_Change in gender relations; Women/wife more control over decision-making
667,"I was a problematic person, I did not respect my family. I did not stay home taking care of my family. Thank God I participate in the lectures where we spoke of love in the family and gender equality. I now listen to my wife when it comes to farm issues and how we should spend money. We go to church together. I am now more involved in the raising of our children, it is their right to be taken care of, this helps in good education to my children. These changes are good generally as I now live in harmony with my family.","Increased knowledge; Relationships/gender_Improved household relationships
Increased knowledge; Relationships/gender_Change in gender relations; Male more involved in childcare
Change in gender relations; Male more involved in childcare_Improved household relationships"
670,"In regard to the community an important point is unity as this affects everyone. I no longer have problems in my community where as I previously had problems in the community as I have been to the precinct as a result of physical aggression. There has been a lot of change in the community and I have joined the farmer's group, Savings group and Men's group. In the farmers group we discuss ideas related to agriculture, we discuss how to improve the community's health in general, education is most fundamental and with the changes that took place in my life and my family's life I can say we are out of the box as it is the word we were taught in the speeches by Organisation 1.",Community groups/learning_Community works together
672,"The motive is due to the growth in the community, today we can easily note these changes and Organisation 1 have a huge/important role in the households.",Community groups/learning_Community development
674,"In relation a year and half a lot has changed in my household as well as in my personal life because my life is better now. We are physically healthy, my children go to school. My farm is well and is producing more. Things are going well and this is very important to our household I will keep fighting for change daily.","Improved health_Wellbeing
Able to send children to school_Wellbeing
Farm production_Wellbeing"
683,"We no longer get sick as we are more careful about our health and hygiene. Thank God my family is well, we try to stay well as we do take good care of ourselves. We have improved latrines, we use mosquito nets, we wash our hands after using the latrines. I do take two baths per day, we wash our teeth and we do put litter into the holes. We used to alleviate ourselves in the open. We all are trying to have a healthier life, because we meet the hygiene standards to be well as a family.","Health behaviour_Improved health
Increased knowledge; Health and hygiene practices_Health behaviour; Use better toilets
Increased knowledge; Health and hygiene practices_Health behaviour; Use mosquito nets
Increased knowledge; Health and hygiene practices_Health behaviour; Wash hands; After using toilet
Increased knowledge; Health and hygiene practices_Health behaviour; Increase number of washes per day
Increased knowledge; Health and hygiene practices_Health behaviour; Brush teeth
Increased knowledge; Health and hygiene practices_Health behaviour; Use better toilets; No longer in open spaces
Health behaviour; Use better toilets_Improved health
Health behaviour; Use mosquito nets_Improved health
Health behaviour; Wash hands; After using toilet_Improved health
Health behaviour; Increase number of washes per day_Improved health
Health behaviour; Brush teeth_Improved health
Health behaviour; Use pits to dispose of rubbish_Improved health
Health behaviour; Use better toilets; No longer in open spaces_Improved health"
685,"There has been improvement because I am learning how to live well with my family, and how to take care our hygiene, how many times we take showers during the day we do dig holes to put litter into.","Increased knowledge; Health and hygiene practices_Health behaviour
Health behaviour_Improved health"
686,"Yes, it has changed for the better as we now plant with rules and we now produce more and to eat and sell. We now have goods in varieties (more vegetables and other goods) because of learning how to plant more goods. We now have new vegetables in a variety. I now plant in lines and I harvest well because we learn with Organisation 1. Yes, we would put spikelet along with the outer layers into the barn. But we now thresh and place into bags to store and this way they do not spoil easily...There has been an increase (in food production) now, we now have technique on how to produce more and with this we get more product, we change meals and my families diet and we have a variety of foods for sale and this has changed for the better.","Increased knowledge; Farming method/practice_Improved/new farming techniques; Cultivating in lines
Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Improved/new farming techniques; Cultivating in lines_Farm production
Planted new crop/vegetable varieties_Farm production
Farm production_Produced enough food to eat and/or sell
Farm production_Diet improved; Diversified"
689,"I earn money through my production in my farm, seeing that I plant in my garden we eat and I do business. Having chicken, ducks, and pigs for sale. Because I am now earning and I can satisfy my necessities. Yes there been changes now, I can buy bicycles, I do have thanks to my informal shop. I sell foods in diversities like basic necessity products like: soap, oil, washing powder, salt and spaghetti, rice, eggs and other goods. To improve our lives as a population this is the way it is for my family. [Income increased because…] The motive is that we are taught how to manage a farm.","Increased knowledge; Farming method/practice_Farm production
Non-farming business_Income
Farm production_Income
Income_Increase purchasing power
Income_Increase purchasing power"
692,"There has been changes as we now eat three meals as compared to before, 2 meals and before 1. Yes, because I plant different things and I try to have my shop where I sell goods. I have money from my shop and we learn how to eat well. There has been changes because I now keep for food shortage seasons, I keep money at home. There has been changes because I eat what I want to eat, my children as well so as they are healthy. We now eat spare food in my family. Our diet changed due to diversifying crops that we produce that enables us eating combination of food and also diversify by eating rice today and tomorrow eat maize flour. [Food consumption increased because...The main motive for this is the fact that by day my business grow, with the Agriculturel practices I can now increase. With the lessons from Organisation 1 our lives are improving.]","Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Increased knowledge; Nutrition_Increased knowledge; Nutrition
Increased knowledge; Farming method/practice_Improvement to business
Planted new crop/vegetable varieties_Farm production
Improvement to business_Income
Farm production_Food consumption quantity
Farm production_Diet improved; Diversified"
696,"There has been changes as we now have varieties because we learnt how to plant with rules and as a result the good increase in amount, the sales as well. There been an increase in my farm and in my garden that Organisation 1 encouraged us to do, we produce more things in varieties of goods.","Increased knowledge; Farming method/practice_Improved/new farming techniques; Cultivating in lines
Improved/new farming techniques; Cultivating in lines_Farm production
Farm production_Diet improved; Diversified
Farm production_Income"
698,"Because with the arrival of Organisation 1 that taught us how to have Savings groups and how to harvest corn, threshing and putting into bags to keep and selling this way I can have food to eat whenever I am hungry. Regarding our saving, whenever we have necessities we take the money to buy what we need.",Member of savings group_Increased ability to save/increased savings
699,"We eat what we want, we eat well, we have no reasons why we cannot eat diverse foods. Yes, we have taken care of a baby who was 0-6 months olds, he was only fed breast milk but after this period he was given different meals. He never ate anything else because we learn that when kids are between the age of 0-6months they should only have maternal milk and nothing more. The mother's milk contains all proteins necessary for healthy growth. For all my sons they only had maternal milk, but after 6months they introduced other meals. He has three or more meals per day with life's improvement they eat well. This was different with the previous babies, we never had the lessons but now we are aware since Organisation 1 came about. The different foods for children (older than 2 years of age) are beans, milk, fruits, maize meal and other normal food in regular proportions. This has not changed with boys, the meals per day are 3 meals per day the meals are not different from a pregnant woman's which has not changed, they remain the same. We no longer have Taboo's, because the government's intervention, in health NGO's in our locations. Women are free to eat what they want, Taboo's no longer exist. Only in the old times. These changes are good because women go through their pregnancy without problems. This changed is very good.","Increased knowledge; Nutrition_Broken taboo
Increased knowledge; Nutrition_Increased knowledge; Nutrition
Broken taboo_Diet improved; Diversified refers:Pregnancy
Increased knowledge; Nutrition_Diet improved; Diversified refers:infants"
701,"It has changed as we now have more to plant in the garden, with this I produced well as well as my sales which do rise as well, I can have money to improve the goods for my son and my family.","Farm production_Income
Income_Diet improved; Diversified refers:infants"
704,"With my family's savings, we no longer spend money unnecessarily because since Organisation 1 has taught us to save and this has encouraged us to save in the group savings. Yes the quantity has change now, we now buy and eat more diverse and different foods, which are good and healthy. I can now have more money in relation to before,  other years. Yes my household saves money in the savings group that Organisation 1 taught us to have in the community. This has changed because we can now satisfy  some of our necessities without money saved, it is possible. These changes are good because we can make plans.","Member of savings group_Increased knowledge; Finance
Member of savings group_Able to manage money
Increased knowledge; Finance_Increased ability to save/increased savings"
709,"Our relations at home have improved, a lot. Before I used to beat my wife but no more. Organisation 1 Group taught us to respect our wives and family in general. With this our lives have improved. Yes, now my wife and I have combined what to eat, what to plant and we have an understanding, we were not united before as we are now. Yes, normally I am the one who does make decisions but my son has been helping me at home because of my modern behaviour. I can now be a good father and husband. Yes, there has been changes in my children's education. These changes are good because as a father I have to be present in their education, growth of my children. These changes are good because it is important to part take in the children's education.","Increased knowledge; Relationships/gender_Husband no longer beats wife/wives
Increased knowledge; Relationships/gender_Shared household decision-making
Increased knowledge; Relationships/gender_Change in gender relations; Male more involved in childcare"
711,"Yes, there has been changes as now we fight in pursue for a better life and good relations, with the help and advice from my wife and had in the Men/Women's group. Our relations have changed for the whole family.",Increased knowledge; Relationships/gender_Improved household relationships
712,"We have good relations in the community as we are members of the Men's/Women's group, Savings group and farmer's group and this helps our relations to be better. Yes, we work in groups and we solve community issues in the best manner. We work in pursue of improving the community and our families. Yes, we learn a lot of things we also look for ideas, we hope for the well-being of the community, we learn everything to improve our lives in the community. Yes, there have been changes with group works, savings groups where we learn how to improve out community for the better.","Community groups/learning_Community works together
Community works together_Community development"
714,"The main motive is that we work in a groups in the community attempting to improve everything, yes there has been changes as we now have good relations in the community, we learn many good things, we even have good things, we dig holes to put litter into, we wash our hands using the latrines. This is a good thing in the community, we never had any of this. We have a savings group, we have a farmer's group, and this is the reason why everyone in the community is well.","Community groups/learning_Community works together
Community works together_Wellbeing"
716,"In relation to our well being, spiritually there has been an improvement because there have been many changes in pursuing to improve out community and our households, we want changes in the family. Organisation 1 along with the Government have helped us be happy, emotionally, teaching us how to be all we are today. There has been a lot of changes, as the use of mosquito nets, digging holes to put litter into, also washing the food, having savings group, having learnt how to get along in the community.","Community groups/learning_Community works together
Community groups/learning_Community works together
Community works together_Wellbeing"
718,"With all this, these changes our future will be better for my family. This way the community can have a guaranteed good future. I will work so that everything is realized, Organisation 1 has helped us open our minds and how to have a better life. I guaranteed that our future will be better, fighting to multiply my farms and have more animals to sell and for consumption, and to have more informal shops, also my children should be well educate and have a better life.",Community groups/learning_Hope for future
729,"There has been a lot of changes, in the past I got really sick and this year I got sick as well I got more sick this year as in comparison to the other years, I do not know why. Yes, there has been changes because I control my health at the hospital and my personal hygiene has improved a lot. I now wash my hands after using the improved latrines. I put litter into the dug holes to avoid exposure. I do everything to keep my family clean and healthy. We stopped sleeping outside mosquito nets, we stopped dumping litter haphazardly. It has been different because our lives have changed. We dig litter into holes, and we use improved latrines, looking for better health by avoiding being infected from diseases. We did these because based on the learned held on the importance of using mosquito net, improve latrines and wash hands we assume that since in the past we did not do it perhaps this could be the reason why we would be sick in my house. I remember that few years ago my niece who stayed with us for few months got bad diarrhoea. I have to say that the hospital had always informed us on taking care of hygiene but we would refuse thinking that the traditional doctors would be take care of us. We were complete wrong today we see that.","Increased knowledge; Health and hygiene practices_Health behaviour; Wash hands; After using toilet
Increased knowledge; Health and hygiene practices_Health behaviour; Use better toilets
Increased knowledge; Health and hygiene practices_Health behaviour; Use pits to dispose of rubbish
Increased knowledge; Health and hygiene practices_Health behaviour; Use mosquito nets
Increased knowledge; Health and hygiene practices_Health behaviour; Wash hands; Before cooking/eating
Health behaviour; Wash hands; After using toilet_Improved health
Health behaviour; Use better toilets_Improved health
Health behaviour; Use pits to dispose of rubbish_Improved health
Health behaviour; Use mosquito nets_Improved health
Health behaviour; Wash hands; Before cooking/eating_Improved health"
731,"We stopped doing a lot of things, the foods we previously ate, regarding feeding children I wash my hands before likewise when I get out of the latrine, I wash my hand. As mentioned earlier we stopped using the traditional doctors as we did before because we have seen that they were not able to give medication to some disease such as malaria, diarrhoea those need hospital. Yet some times we go to traditional doctors for complicated cases such  Tuberculosis because from them we get leaves that are very strong to minimize or stop the disease.  Wash my hands to avoid diseases like diarrhoea and because I have small babies that is very sensitive or vulnerable to diseases reason why need to keep the house including toilet cleaned",Stopped visiting witch doctor_Improved health
732,"Yes, there has been changes, not for the better because in the previous year I produced a lot and not this year. Because the rains were irregular, sometimes the rain would not pour at all. No I didn't produce anything new because corn and millet that I planted last year gave good return, and this year I planted the same thing. No, but in my house we have chicken, and these chicken are only for personal consumption and not sale. Yes, we now plant in lines, leaving space and our harvest is different. We put our harvest into bags. Yes, a lot changed because I now put corn in bags, I keep this in my house for better conservation and more. We started putting corns in bags tend keep in the house to avoid pests that rise in the storage room. These we learned from Organisation 1.",Increased knowledge; Farming method/practice_Improved/new farming techniques; Cultivating in lines
747,"There has been changes because we now buy better food, like fruits, soya Porridge, millet porridge anyways they growth up healthy and sometimes boiled potatoes.","Diet improved; Diversified refers:infants_Improved health refers:infants
Diet improved; Enriched porridge refers:infants_Improved health refers:infants"
762,"In my life and in my family the things that do not extend happiness to us, are that we are not given an ear.",Conflict/poor relationships_~Wellbeing
768,"There has been changes, for the better. My family had gotten sick but not like the previous year as our family has not been sick as much as before. My daughter and I changed our hygiene in our daily lives we take three bath per day, we dig holes into which we put litter to better take care of our health. We wash our hands after using the toilet, we use mosquito nets. Yes, our lives have changed as we use mosquito nets protect us from malaria, we have improved latrines/toilets and we wash our hands after using the bathroom. We now take three baths per day, yes there are some things that we stopped doing as for example: We used to take a bath per day, we never washed our hands after toilet use, we never used mosquito nets and we alleviated ourselves in the open spaces. [Health improved because...] My family have improve hygiene wise. We now take more baths, we constructed latrines that are better, we also wash our hands after using the toilets, we also learn from a nutrition promoter from Organisation 1.","Health behaviour; Increase number of washes per day_Improved health
Health behaviour; Use pits to dispose of rubbish_Improved health
Health behaviour; Wash hands; After using toilet_Improved health
Health behaviour; Use mosquito nets_Improved health
Health behaviour; Use better toilets_Improved health
Health behaviour; Use better toilets; No longer in open spaces_Improved health"
771,"Yes, there has been changes as last year was better in relation to this year. We were more productive because the farm was new, it had not been used as the sand was more fertile. There was no changes applied because I only raise chicken even at home. I have no lamb neither pigs. Yes there was some Agriculturel changes because we used to plant without rules and we now plant in organized lines. Because plating in line and compass avoids competition of nutrition within plants/ crops therefore we adopted to this practice and now we see more productivity. We now use fertilizers. Yes, something has changed in the way we store products for example: We now thresh corn and place them in bags in the house, sometimes they would steal and I would find it wet, but now it has improved.  When storing food or seeds we  minimize the risk of not having food or crops lasting to the followed agriculture season, we have learned it well because in the past we would suffer of hunger and not even seeds to plant in  a specific season) There has been some changes but not for the better, we bought fertilizers but we still did not produce.","Improved/new farming techniques; Cultivating in lines_Farm production
Improved/new farming techniques; Use fertiliser (Not organic)_Unable to improve yields
No change in livestock_No change in livestock"
774,"My family earns money for rent through production, we sell to vary our meals. We do deposit in the community savings group. The amount of money has changed because with this money it is possible to buy a lot of things for my family like food, clothes, fertilizers, seeds, and I save into the Savings and I earn the money with interest. a lot has changed as a majority of necessities are attended to even without a good Agriculturel earning.",Member of savings group_Increased ability to save/increased savings
776,Because I earn money through selling chicken and with the little I earn from production that I have sold.,Sold livestock_Income
777,"There has been changes, I can now gain varied foods. We are now well fed regardless of the fact that Agriculturel season has not been the best this year around. But with the savings, and product sales, and the pension I am entitled to by the government for being visually deficient things do get better. My family and I do eat new foods as rice, spaghetti meat and we do have breakfast.","Receives money from gov; Disability allowance_Diet improved; Diversified
Member of savings group_Diet improved; Diversified"
781,"I can now earn money through selling product and with this I buy more product to feed myself and my family, this way I eat chicken.","Produced enough food to eat and/or sell_Ability to buy food
Ability to buy food_Diet improved; Diversified"
784,"Yes, there is some change, as we now have a variety of foods, previously my wives had only one meal per day but now things have changed for the better. We produce more and save more and we now have three meals per day, we no longer have taboos, my wives can eat anything they want without exceptions.","Farm production_Able to save/store food
Produced enough food to eat and/or sell_Ability to buy food
Able to save/store food_Food consumption quantity
Ability to buy food_Food consumption quantity"
789,"Yes, we have had some changes as we now make savings into the savings group in the community. We misused money, yes there has been changes as I now save money and it is available to satisfy some of my needs, like buying medicine, clothes and much more. It is I who makes decisions as the man of the house, but I let my wife make some decisions regarding what we should do. Should we save into the community savings and the left over should we use in our home necessities for daily basis necessities for example: buying farm products, food, have more chicken. We did loan some money to attend to some matter of health, and with the savings we are able to solve a lot, financially. I think they are good changes as we are able to changes our lives.","Member of savings group_Increased knowledge; Finance
Member of savings group_Able to manage money
Increased knowledge; Finance_Increased ability to save/increased savings"
791,"It changed a lot we manged to have money with savings done by saving group. And we managed to purchase chicken, also receive pension that support in other needs of the household.","Member of savings group_Increased ability to save/increased savings
Increased ability to save/increased savings_Increase purchasing power"
793,"There has been changes on how we spend money, we would previously spend what we would earn from sales. Without many options to buy, we could not save as we did not have a savings groups as we do now.",Member of savings group_Increased ability to save/increased savings
794,"I have two wives who get along very well, and I as the husband do everything in my position so that the atmosphere within our home is always good, so as my kids live in harmony. Yes, there has been changes, I coordinate my wives on how to purchase food for our home meals and also what to produce and we divide the tasks at home including my sons as well. Yes there has been changes, I as the husband help because my family need the help. I do take care even though I am deficient. It is good because I as a father have a right to educate and love my kids.","Increased knowledge; Relationships/gender_Shared household decision-making
Increased knowledge; Relationships/gender_Shared household tasks
Increased knowledge; Relationships/gender_Change in gender relations; Male more involved in childcare
Shared household decision-making_Improved household relationships
Shared household tasks_Improved household relationships
Change in gender relations; Male more involved in childcare_Improved household relationships"
797,"Yes, there has been changes as we were all isolated, we are now more united in the community as a big family. We now exchange ideas for the well being of the community and in families. Yes these changes are good, there has been a lot of change because with the savings group and the Agriculturel group for better nourishment of our families and we now fight together for the best future for our families.",Community groups/learning_Community works together
801,"Yes, there has been changes as we are now well off Healthwise, a lot of good has happened, the use of mosquito nets, happiness has increased with all these good things taking place. We were taught good manners on how to behave, Healthwise in happiness and we learn all this from the community promoter.","Health behaviour_Improved health
Improved health_Wellbeing"
812,"My marriage and health is good, even though things don't always go well in life. My family and I do not get sick as much, thank God. Sometimes we get headaches, stomach-aches but all is well. There has been a lot of changes for the better, we now make use of mosquito nets, we dig hole into which we put litter. We now have improved latrines in our houses. We now use soap to take showers or sometimes ashes after using the latrines. We now take three baths per day, which we never did. I no longer leave litter around, for our household we think that the more we take care of our health the better for us. With the constructions things have gotten better. We wash our hands before meals which is very good and this way we do not get sick as much, likewise for men/women in our household. We changed because after trying what we learned on hygiene practices from Organisation 1 we saw the difference in our house, the house was fresh and we did not have much flies all over the yard as we did in the past, with the bathing that I started doing my husband could now look at me differently, he staring seeing me as an attractive woman.","Health behaviour; Use mosquito nets_Improved health
Health behaviour; Use pits to dispose of rubbish_Improved health
Health behaviour; Use better toilets_Improved health
Health behaviour; Increase number of washes per day_Improved health
Health behaviour; Wash hands; Before cooking/eating_Improved health
Health behaviour; Wash hands; After using toilet_Improved health"
814,"There has been improvements as we now do a lot of good things, we previously did not take showers, but we take better care of our health, we wash our hands before eating, we cook the foods well, we use mosquito nets which protect us from sickness. These has brought changes in our healthy relationship between me and my husband and also my household is more happy. We feel and live peacefully.","Health behaviour_Improved health
Improved health_Improved household relationships
Improved health_Wellbeing"
815,"Yes we did change somethings, we now have a diversity of foods which good for our consumption in my family. In the last year things were normal but this year things are getting better. Yes, I altered somethings as my objective is to improve on my production and increase the plantations. With this said things have changed for the better. Not only do I have a few chicken at home to eat and to sell, but I am more focused in my farm and product sale. Yes there have been some changes as we previously planted any how but we now have rules. We now do it lines and also the way we harvest and store the good. There has been changes as we previously put it all into barns and we debunk and we put into bags, which is better than keeping in barns. We take better care of goods and the quantities you can see through the bags, hardly do the goods penetrate through the bags, there is no humidity. Yes, there has been changes now as we have a diversity of goods as corn, rice, sunflower, kale, tomato, onions, cabbage, pepper, pumpkin because we use high quality manure. With the selling of chicken I have managed to have money  to buy more chicken that said the  reproduction was higher. In the Agriculturel practice I started using lines well very directed and with good interval in each plant this contributed to good growing of production and increase my harvest. At the moment I use chemical products to save my products, the promotors of Organisation 2 are the ones who though me on the advantages of storing using chemical products. Also I started producing carrot, cabbage and orange sweet potato.","Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Increased knowledge; Farming method/practice_Improved/new farming techniques; Cultivating in lines
Improved/new farming techniques; Use fertiliser (Not organic)_Farm production
Sold livestock_Income
Planted new crop/vegetable varieties_Farm production
Improved/new farming techniques; Cultivating in lines_Farm production
Income_Increased breeding of livestock/poultry
Farm production_Diet improved; Diversified"
817,"The main motive for this is the fact that we now plant more varieties of products we learned that diversifying  production 1) increases food security because out of different crops produced one may not give harvest as expected but at least one crop will harvest; 2) enables having to choose what to eat aligned to other available  products in the house; 3 ) diversified crops allows one crop to support other with nutrients )and we now have better food at home. With a lot of good product, we are now able to sell more and we save more to ensure there is food in the house.","Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Farm production_Produced enough food to eat and/or sell
Farm production_Able to save/store food
Planted new crop/vegetable varieties_Increased food security
Planted new crop/vegetable varieties_Diet improved; Diversified
Able to save/store food_Increased food security"
818,"We earn money through agriculture with good in our production, some we consume the rest we sell. Yes there has been changes because my family can eat and study whilst we can afford clothes, we can also afford to save some money, the other into Bank D for desperate times, so we can have some money. I cultivate a lot of goods like sunflower which I sell and which adds to my  income. There has not been quite a changes as I only live through agriculture and I do not have another job or another means of having income, only through agriculture.","Increased knowledge; Farming method/practice_Farm production
Farm production_Income
Income_Increase purchasing power
Income_Increased ability to save/increased savings"
820,The reason we have nice quality of goods is because of the good fertilizers that we have (from Organisation 1). We have ways of planting seeds and drying them out.,"Increased knowledge; Farming method/practice_Improved/new farming techniques; Use fertiliser (Not organic)
Improved/new farming techniques; Use fertiliser (Not organic)_Farm production
Farm production_Income"
821,"There has been, during last year with the farmers group in the community we were able to produce and sell and we were also able to eat as we have two farms. Through production we were able to sustain ourselves, we have been eating well because of what we sold is enough to buy other foods like rice, spaghetti, chicken, beans, fish. We keep corn in bags for better conservation. The way we used to conserve goods brought us a lot of losses. We changed as I now buy because we have more money, different from other years. We no longer eat spare foods, no one plants here as we no longer harvest. We plant better products now.","Increased knowledge; Farming method/practice_Produced enough food to eat and/or sell
Produced enough food to eat and/or sell_Income
Increased knowledge; Farming method/practice_Farm production
Produced enough food to eat and/or sell_Food consumption quantity
Farm production_Diet improved; Eating less wild foods
Income_Ability to buy food
Ability to buy food_Food consumption quantity"
825,"The reason for these changes are: with better sales, more diverse cultivations we eat different things, like three meals per day. Breakfast, lunch and dinner we eat better food.","Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Produced enough food to eat and/or sell_Income
Planted new crop/vegetable varieties_Diet improved; Diversified
Ability to buy food_Diet improved; Diversified
Income_Ability to buy food"
827,We now have more goods and more sales of our Agriculturel product. We can save some food for the food shortage periods. The same way we keep some money to buy other things we need.,"Produced enough food to eat and/or sell_Income
Farm production_Able to save/store food
Income_Increased ability to save/increased savings
Able to save/store food_Able to survive hungry period"
828,"My family eats well and we have a better life. My baby ate good food, but between the age range of 0 to 6 months she only fed on breast milk because we learn in the hospital and the mother's group in the community, we were taught by Organisation 1. There has been changes yes, because my other children (elder) had it differently as I could not give them then, what I can now. The 2 year old children can eat a lot of food as: potatoes, fruits, maize mean with curry, porridge etc. Normally, we now have three meals per day and this has nothing to do with being pregnant or not, she eats everything we eat.  Taboo's no longer exist but in our community, although they were previously there in the old times. I think these changes are good as there are no more taboo's as people are free to eat as they want, and the kids are born without any problems.","Increased knowledge; Nutrition_Increased knowledge; Nutrition
Increased knowledge; Nutrition_Diet improved; Diversified refers:infants
Increased knowledge; Nutrition_Broken taboo"
830,"It has improved because our financial lives have improved a lot. We eat a lot of good, new food that we vary in our meals and this is better as we now have three meals per day like: breakfast, lunch, dinner, we previously did not have financial resources.","Income_Ability to buy food
Ability to buy food_Diet improved; Diversified
Ability to buy food_Food consumption quantity"
833,"Yes there has been changes as we no longer waste unnecessarily. Yes the quantity changed now, we eat the best food and they are good for our health. We have now learnt how to communicate and solve issues together, my wife and I decide everything we learnt that couples have to share everything. We save and keep our money. We deposit into Bank D, into the community savings, we keep money to buy other things that we need. To go to the hospital and when someone gets sick we also buy juice. These changes are good, very good.","Increased knowledge; Relationships/gender_Shared household decision-making
Increased knowledge; Relationships/gender_Community works together
Member of savings group_Increased ability to save/increased savings
Increased ability to save/increased savings_Started going to hospital (when unwell)"
835,"The reason is because we now produce more and our products, various products that we have and we sell which will be good for our families.","Farm production_Income
Income_Increase purchasing power"
837,"This has changed now, we buy a variety of goods and some products for our houses, anti-insects, and manure for our farms. The other money we deposit in Bank D and in the savings group that Organisation 1 encouraged us to have. This helps in the community. It helps because we are able to save money to buy agriculture inputs instead of relying on donations as we did few years ago, we save money  that is used to purchase books, sarongs and we saving money if someone has a problem or any other social event such as wedding, funeral we take money from the savings to support this person.","Member of savings group_Increased ability to save/increased savings
Increased ability to save/increased savings_Increase purchasing power
Increased ability to save/increased savings_Able to buy farming equipment/materials
Increased ability to save/increased savings_Able to support others in community"
838,"In our household our relations are good, they have improved a lot. My family and my wife all get along well and we do things together, we make decisions together on how to save money. There is more combination of everything. There has been changes in the domestic works, my wife does, sometimes I help in the kitchen even in shopping, even at taking care of kids as well. I also play with my son, summing up everything the baby is ours, sometimes I give him a bath. I take walks with him sometimes. These changes are good, for the improvement of the people. The people from Organisation 1 taught us good manner in the community even today we are very satisfied with these changes.","Increased knowledge; Relationships/gender_Shared household tasks
Increased knowledge; Relationships/gender_Change in gender relations; Male more involved in childcare
Change in gender relations; Male more involved in childcare_Improved household relationships
Shared household tasks_Improved household relationships
Shared household decision-making_Improved household relationships
Increased knowledge; Relationships/gender_Shared household decision-making"
841,"We have good relations as we get along well in the community. There has been changes. We do have a farmers group, women's group, savings group in the community and this we do together in the community. Yes we always have our meetings in the community, we live in harmony, we work in groups to have a better and a healthy life.","Community groups/learning_Community works together
Community works together_Better community relationships"
843,"Nowadays each one of us worries about our families and we a preoccupied with a better community. With the chief's help, we work everything in our life to have a better life, we plant our farms in groups to improve our well being in the family as well as in the community.","Farmers group_Wellbeing
Farmers group_Community improvement"
